#,Name,Type,Attack,Defense,HP,Catch,Flee,Fast Moves,Charge Moves
0666,Vivillon Ocean Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0666,Vivillon Polar Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0666,Vivillon River Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0666,Vivillon Sandstorm Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0666,Vivillon Savanna Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0666,Vivillon Sun Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0666,Vivillon Tundra Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0666,Vivillon Poké Ball Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0666,Vivillon Fancy Pattern,Bug Flying,176,103,190,12.5%,6%,GustStruggle Bug,Aerial AceBug BuzzEnergy BallHurricane
0667,Litleo,Fire Normal,139,112,158,50%,20%,EmberFire FangIncinerateTackle,CrunchFlame ChargeFlamethrower
0668,Pyroar Male,Fire Normal,221,149,200,20%,7%,EmberFire FangIncinerateTake Down,Dark PulseFlame ChargeOverheatSolar Beam
0668,Pyroar Female,Fire Normal,221,149,200,20%,7%,EmberFire FangIncinerateTake Down,Dark PulseFlame ChargeOverheatSolar Beam
0669,Flabébé Red Flower,Fairy,108,120,127,50%,15%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0669,Flabébé Blue Flower,Fairy,108,120,127,50%,15%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0669,Flabébé Orange Flower,Fairy,108,120,127,50%,15%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0669,Flabébé White Flower,Fairy,108,120,127,50%,15%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0669,Flabébé Yellow Flower,Fairy,108,120,127,50%,15%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0670,Floette Red Flower,Fairy,136,151,144,25%,7%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0670,Floette Blue Flower,Fairy,136,151,144,25%,7%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0670,Floette Orange Flower,Fairy,136,151,144,25%,7%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0670,Floette White Flower,Fairy,136,151,144,25%,7%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0670,Floette Yellow Flower,Fairy,136,151,144,25%,7%,TackleVine Whip,Dazzling GleamPetal BlizzardPsychic
0671,Florges Red Flower,Fairy,212,244,186,12.5%,5%,Fairy WindRazor LeafTackleVine Whip,Disarming VoiceMoonblastPetal BlizzardPsychic
0671,Florges Blue Flower,Fairy,212,244,186,12.5%,5%,Fairy WindRazor LeafTackleVine Whip,Disarming VoiceMoonblastPetal BlizzardPsychic
0671,Florges Orange Flower,Fairy,212,244,186,12.5%,5%,Fairy WindRazor LeafTackleVine Whip,Disarming VoiceMoonblastPetal BlizzardPsychic
0671,Florges White Flower,Fairy,212,244,186,12.5%,5%,Fairy WindRazor LeafTackleVine Whip,Disarming VoiceMoonblastPetal BlizzardPsychic
0671,Florges Yellow Flower,Fairy,212,244,186,12.5%,5%,Fairy WindRazor LeafTackleVine Whip,Disarming VoiceMoonblastPetal BlizzardPsychic
0672,Skiddo,Grass,123,102,165,20%,10%,Rock SmashZen Headbutt,Brick BreakSeed Bomb
0673,Gogoat,Grass,196,146,265,20%,10%,Rock SmashVine WhipZen Headbutt,Brick BreakLeaf BladeSeed Bomb
0674,Pancham,Fighting,145,107,167,30%,9%,Low KickTackle,Body SlamCrunchLow Sweep
0675,Pangoro,Fighting Dark,226,146,216,10%,7%,Bullet PunchLow KickSnarl,Close CombatIron HeadNight SlashRock Slide
0676,Furfrou Natural Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou Heart Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou Star Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou Diamond Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou Debutante Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou Matron Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou Dandy Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou La Reine Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou Kabuki Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0676,Furfrou Pharaoh Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
0677,Espurr,Psychic,120,114,158,40%,10%,ConfusionScratch,Energy BallPsychicPsyshock
0678,Meowstic Male,Psychic,166,167,179,20%,7%,ConfusionSucker Punch,Energy BallPsychicThunderbolt
0678,Meowstic Female,Psychic,166,167,179,20%,7%,CharmConfusionMagical Leaf,Energy BallPsychicShadow Ball
0682,Spritzee,Fairy,110,113,186,20%,10%,Charge BeamCharm,Draining KissThunderbolt
0683,Aromatisse,Fairy,173,150,226,20%,10%,Charge BeamCharm,Draining KissMoonblastPsychicThunderbolt
0684,Swirlix,Fairy,109,119,158,20%,10%,Tackle,Draining KissEnergy Ball
0685,Slurpuff,Fairy,168,163,193,20%,10%,CharmFairy WindTackle,Draining KissEnergy BallFlamethrowerPlay Rough
0686,Inkay,Dark Psychic,98,95,142,20%,10%,PeckTackle,Night SlashPsybeam
0687,Malamar,Dark Psychic,177,165,200,20%,10%,PeckPsycho Cut,Foul PlayHyper BeamPsybeamSuperpower
0688,Binacle,Rock Water,96,120,123,20%,10%,Mud-SlapScratch,Ancient PowerCross ChopDig
0689,Barbaracle,Rock Water,194,205,176,20%,10%,Fury CutterMud-SlapWater Gun,Cross ChopGrass KnotRazor ShellSkull BashStone Edge
0690,Skrelp,Poison Water,109,109,137,20%,10%,AcidWater Gun,Aqua TailSludge BombTwisterWater Pulse
0691,Dragalge,Poison Dragon,177,207,163,20%,10%,AcidDragon TailWater Gun,Aqua TailGunk ShotHydro PumpOutrage
0692,Clauncher,Water,108,117,137,20%,10%,Smack DownWater Gun,Aqua JetCrabhammerWater Pulse
0693,Clawitzer,Water,221,171,174,20%,10%,Smack DownWater Gun,CrabhammerDark PulseIce BeamWater Pulse
0694,Helioptile,Electric Normal,115,78,127,20%,10%,Quick AttackThunder Shock,BulldozeParabolic ChargeThunderbolt
0695,Heliolisk,Electric Normal,219,168,158,20%,10%,Mud-SlapQuick AttackVolt Switch,Breaking SwipeBulldozeGrass KnotParabolic ChargeThunderbolt
0696,Tyrunt,Rock Dragon,158,123,151,20%,10%,Dragon TailTackle,Ancient PowerDragon ClawStomp
0697,Tyrantrum,Rock Dragon,227,191,193,20%,10%,CharmDragon TailRock Throw,CrunchEarthquakeMeteor BeamOutrageStone Edge
0698,Amaura,Rock Ice,124,109,184,20%,10%,Frost BreathPowder Snow,Ancient PowerAurora BeamThunderboltWeather Ball - Ice
0699,Aurorus,Rock Ice,186,163,265,20%,10%,Frost BreathPowder SnowRock Throw,Ancient PowerBlizzardHyper BeamMeteor BeamThunderboltWeather Ball - Ice
0700,Sylveon,Fairy,203,205,216,12.5%,6%,CharmQuick Attack,Dazzling GleamDraining KissMoonblastLast Resort (legacy)Psyshock (Community Day)
0701,Hawlucha,Fighting Flying,195,153,186,20%,10%,Low KickPoison Jab,Aerial AceFlying PressPower-Up PunchX-Scissor
0702,Dedenne,Electric Fairy,164,134,167,20%,10%,TackleThunder Shock,DischargeParabolic ChargePlay Rough
0703,Carbink,Rock Fairy,95,285,137,20%,10%,Rock ThrowTackle,MoonblastPower GemRock Slide
0704,Goomy,Dragon,101,112,128,40%,9%,TackleWater Gun,Dragon PulseMuddy WaterSludge Wave
0705,Sliggoo,Dragon,159,176,169,10%,7%,TackleWater Gun,Dragon PulseMuddy WaterSludge WaveWater Pulse
0706,Goodra,Dragon,220,242,207,5%,5%,Dragon BreathWater Gun,Draco MeteorMuddy WaterPower WhipSludge Wave
0707,Klefki,Steel Fairy,160,179,149,20%,10%,AstonishTackle,Draining KissFlash CannonFoul PlayPlay Rough
0708,Phantump,Ghost Grass,125,103,125,30%,10%,AstonishTackle,Foul PlaySeed BombShadow Ball
0709,Trevenant,Ghost Grass,201,154,198,15%,5%,Shadow ClawSucker Punch,Foul PlaySeed BombShadow Ball
0710,Pumpkaboo Average Size,Ghost Grass,121,123,135,30%,10%,AstonishRazor Leaf,Foul PlayGrass KnotShadow Sneak
0710,Pumpkaboo Small Size,Ghost Grass,122,124,127,30%,10%,AstonishRazor Leaf,Foul PlayGrass KnotShadow Sneak
0710,Pumpkaboo Large Size,Ghost Grass,120,122,144,30%,10%,AstonishRazor Leaf,Foul PlayGrass KnotShadow Sneak
0710,Pumpkaboo Super Size,Ghost Grass,118,120,153,30%,10%,AstonishRazor Leaf,Foul PlayGrass KnotShadow Sneak
0711,Gourgeist Average Size,Ghost Grass,175,213,163,12.5%,6%,HexRazor Leaf,Fire BlastFoul PlayPoltergeistSeed BombShadow Ball
0711,Gourgeist Small Size,Ghost Grass,171,219,146,12.5%,6%,HexRazor Leaf,Fire BlastFoul PlayPoltergeistSeed BombShadow Ball
0711,Gourgeist Large Size,Ghost Grass,179,206,181,12.5%,6%,HexRazor Leaf,Fire BlastFoul PlayPoltergeistSeed BombShadow Ball
0711,Gourgeist Super Size,Ghost Grass,182,200,198,12.5%,6%,HexRazor Leaf,Fire BlastFoul PlayPoltergeistSeed BombShadow Ball
0712,Bergmite,Ice,117,120,146,20%,10%,BiteTackle,CrunchIcy WindMirror Coat
0713,Avalugg,Ice,196,240,216,20%,10%,BiteIce Fang,AvalancheBody SlamCrunchEarthquakeIcy WindMirror Coat
0713,Avalugg Hisuian Avalugg,Ice Rock,214,238,216,20%,10%,BitePowder SnowTackle,BlizzardCrunchIcy WindRock Slide
0714,Noibat,Flying Dragon,83,73,120,40%,9%,BiteWing Attack,Air CutterDragon PulseHeat Wave
0715,Noivern,Flying Dragon,205,175,198,15%,5%,Air SlashBite,Draco MeteorHeat WaveHurricanePsychicBoomburst (Community Day)
0716,Xerneas,Fairy,250,185,246,2%,10%,TackleZen HeadbuttGeomancy (legacy),Close CombatGiga ImpactMegahornMoonblastThunder
0717,Yveltal,Dark Flying,250,185,246,2%,10%,GustSnarlSucker Punch,Dark PulseFocus BlastHurricaneHyper BeamPsychicOblivion Wing (legacy)
0718,Zygarde 50% Forme,Dragon Ground,203,232,239,2%,10%,BiteDragon TailZen Headbutt,BulldozeCrunchEarthquakeHyper BeamOutrageFrustration (Shadow)Return (Purified)
0718,Zygarde 10% Forme,Dragon Ground,205,173,144,10%,1%,BiteDragon TailZen Headbutt,BulldozeCrunchEarthquakeHyper BeamOutrageFrustration (Shadow)Return (Purified)
0718,Zygarde Complete Forme,Dragon Ground,184,207,389,2%,1%,BiteDragon TailZen Headbutt,BulldozeCrunchEarthquakeHyper BeamOutrageFrustration (Shadow)Return (Purified)
0719,Diancie,Rock Fairy,190,285,137,2%,10%,Rock ThrowTackle,MoonblastPower GemRock Slide
0719,Diancie Mega Diancie,Rock Fairy,342,235,137,2%,1%,,
0720,Hoopa Hoopa Confined,Psychic Ghost,261,187,173,100%,0%,AstonishConfusion,PsybeamPsychicShadow Ball
0720,Hoopa Hoopa Unbound,Psychic Dark,311,191,173,6%,1%,AstonishConfusion,Dark PulsePsychicShadow Ball
0722,Rowlet,Grass Flying,102,99,169,20%,10%,LeafageMagical LeafRazor LeafTackle,Energy BallSeed Bomb
0723,Dartrix,Grass Flying,142,139,186,10%,10%,LeafageMagical LeafPeckRazor Leaf,Brave BirdEnergy BallSeed Bomb
0724,Decidueye,Grass Ghost,210,179,186,5%,10%,AstonishLeafageMagical LeafRazor Leaf,Brave BirdEnergy BallShadow SneakSpirit ShackleFrenzy Plant (Community Day)
0724,Decidueye Hisuian Decidueye,Grass Fighting,213,174,204,5%,5%,Magical LeafPsycho Cut,Aerial AceAura SphereEnergy BallTrailblaze
0725,Litten,Fire,128,79,128,20%,10%,EmberScratch,CrunchFlame ChargeFlamethrower
0726,Torracat,Fire,174,103,163,10%,10%,BiteEmber,CrunchFlame ChargeFlamethrower
0727,Incineroar,Fire Dark,214,175,216,5%,10%,Double KickFire FangSnarl,Blaze KickDark PulseFire BlastFlame Charge
0728,Popplio,Water,120,103,137,20%,10%,PoundWater Gun,Aqua JetAqua TailWater Pulse
0729,Brionne,Water,168,145,155,10%,10%,CharmWater Gun,Aqua JetDisarming VoiceWater Pulse
0730,Primarina,Water Fairy,232,195,190,5%,10%,CharmWaterfall,Disarming VoiceHydro PumpMoonblastPsychic
0731,Pikipek,Normal Flying,136,59,111,50%,20%,PeckRock Smash,Aerial AceDrill PeckSky Attack
0732,Trumbeak,Normal Flying,159,100,146,25%,9%,PeckRock Smash,Drill PeckRock BlastSky Attack
0733,Toucannon,Normal Flying,222,146,190,12.5%,5%,Bullet SeedPeckRock Smash,Drill PeckFlash CannonRock Blast
0734,Yungoos,Normal,122,56,134,50%,10%,BiteTackle,CrunchHyper FangRock Tomb
0735,Gumshoos,Normal,194,113,204,20%,10%,BiteTake Down,CrunchHyper FangRock Tomb
0736,Grubbin,Bug,115,85,132,50%,20%,Bug BiteSpark,CrunchVise GripX-Scissor
0737,Charjabug,Bug Electric,145,161,149,25%,9%,Bug BiteSparkVolt Switch (Community Day),CrunchDischargeX-Scissor
0738,Vikavolt,Bug Electric,254,158,184,12.5%,5%,Bug BiteMud-SlapSparkVolt Switch (Community Day),CrunchDischargeFlyX-Scissor
0739,Crabrawler,Fighting,150,104,132,20%,10%,BubbleRock Smash,CrabhammerPaybackPower-Up Punch
0740,Crabominable,Fighting Ice,231,138,219,20%,10%,BubbleRock Smash,CrabhammerIce PunchPaybackPower-Up Punch
0741,Oricorio Baile Style,Fire Flying,196,145,181,20%,7%,Air SlashPound,Aerial AceAir CutterHurricane
0741,Oricorio Pom-Pom Style,Electric Flying,196,145,181,20%,7%,Air SlashPound,Aerial AceAir CutterHurricane
0741,Oricorio Pa'u Style,Psychic Flying,196,145,181,20%,7%,Air SlashPound,Aerial AceAir CutterHurricane
0741,Oricorio Sensu Style,Ghost Flying,196,145,181,20%,7%,Air SlashPound,Aerial AceAir CutterHurricane
0742,Cutiefly,Bug Fairy,110,81,120,50%,20%,Fairy WindStruggle Bug,Bug BuzzDazzling Gleam
0743,Ribombee,Bug Fairy,198,146,155,15%,7%,Fairy WindStruggle Bug,Bug BuzzDazzling Gleam
0744,Rockruff,Rock,117,78,128,20%,10%,Rock ThrowTackle,CrunchRock TombStone EdgeTrailblaze
0744,Rockruff Dusk Form,Rock,117,78,128,20%,10%,Rock ThrowTackle,CrunchRock TombStone EdgeTrailblaze
0745,Lycanroc Midday Form,Rock,231,140,181,20%,10%,Rock ThrowSucker Punch,CrunchDrill RunStone EdgeTrailblaze
0745,Lycanroc Midnight Form,Rock,218,152,198,20%,10%,CounterRock Throw,CrunchPsychic FangsStone EdgeTrailblaze
0745,Lycanroc Dusk Form,Rock,234,139,181,20%,10%,CounterRock ThrowSucker Punch,CrunchIron HeadStone EdgeTrailblaze
0747,Mareanie,Poison Water,98,110,137,20%,10%,BitePoison Sting,BrineGunk ShotSludge Wave
0748,Toxapex,Poison Water,114,273,137,20%,10%,BitePoison Jab,BrineGunk ShotSludge Wave
0751,Dewpider,Water Bug,72,117,116,20%,10%,Bug BiteInfestation,Bubble BeamMirror CoatWater Pulse
0752,Araquanid,Water Bug,126,219,169,20%,10%,Bug BiteInfestation,Bubble BeamBug BuzzMirror Coat
0753,Fomantis,Grass,100,64,120,20%,10%,Fury CutterLeafageRazor Leaf,Energy BallGrass KnotLeaf BladeTrailblaze
0754,Lurantis,Grass,192,169,172,20%,10%,Fury CutterLeafageRazor Leaf,Leaf BladeLeaf StormSuperpowerTrailblazeX-Scissor
0755,Morelull,Grass Fairy,108,119,120,20%,10%,Astonish,Dazzling GleamSeed Bomb
0756,Shiinotic,Grass Fairy,154,168,155,20%,10%,Astonish,MoonblastSeed BombSludge Bomb
0757,Salandit,Poison Fire,136,80,134,20%,10%,EmberPoison Jab,Dragon PulseFlamethrowerPoison Fang
0758,Salazzle,Poison Fire,228,130,169,20%,10%,IncineratePoison Jab,Dragon PulseFire BlastPoison FangSludge Wave
0759,Stufful,Normal Fighting,136,95,172,50%,10%,TackleTake Down,Brick BreakStompSuperpower
0760,Bewear,Normal Fighting,226,141,260,20%,6%,Low KickShadow ClawTackle,PaybackStompSuperpowerDrain Punch (Community Day)
0761,Bounsweet,Grass,55,69,123,50%,20%,CharmRazor Leaf,Draining KissEnergy Ball
0762,Steenee,Grass,78,94,141,25%,9%,CharmRazor Leaf,Draining KissEnergy BallGrass KnotTriple Axel
0763,Tsareena,Grass,222,195,176,12.5%,5%,CharmMagical LeafRazor Leaf,Draining KissEnergy BallGrass KnotStompTriple Axel
0764,Comfey,Fairy,165,215,139,20%,10%,Hidden PowerVine Whip,Draining KissGrass KnotPetal Blizzard
0765,Oranguru,Normal Psychic,168,192,207,20%,7%,ConfusionYawnZen Headbutt,Foul PlayFuture SightPsychicTrailblaze
0766,Passimian,Fighting,222,160,225,20%,7%,CounterRock SmashTake Down,Brick BreakClose CombatSuperpower
0767,Wimpod,Bug Water,67,74,93,50%,70%,Struggle Bug,Bug Buzz
0768,Golisopod,Bug Water,218,226,181,20%,70%,Fury CutterMetal ClawShadow ClawWaterfall,Aerial AceAqua JetLiquidationRazor ShellX-Scissor
0769,Sandygast,Ghost Ground,120,118,146,20%,10%,AstonishMud Shot,Earth PowerSand TombScorching SandsShadow Ball
0770,Palossand,Ghost Ground,178,178,198,20%,10%,AstonishMud Shot,Earth PowerSand TombScorching SandsShadow Ball
0775,Komala,Normal,216,165,163,20%,10%,RolloutYawn,BulldozePaybackPlay Rough
0776,Turtonator,Fire Dragon,165,215,155,20%,7%,EmberFire SpinIncinerate,Dragon PulseFlamethrowerFlash CannonOverheat
0777,Togedemaru,Electric Steel,190,145,163,20%,10%,SparkThunder Shock,Fell StingerGyro BallWild Charge
0779,Bruxish,Water Psychic,208,145,169,20%,10%,BiteConfusionWater Gun,Aqua TailCrunchPsychic Fangs
0780,Drampa,Normal Dragon,231,164,186,20%,7%,Dragon BreathExtrasensory,Dragon PulseFlyOutrage
0782,Jangmo-o,Dragon,102,108,128,40%,9%,Dragon TailTackle,Brick BreakDragon ClawDragon Pulse
0783,Hakamo-o,Dragon Fighting,145,162,146,10%,7%,Dragon TailTackle,Brick BreakDragon ClawDragon Pulse
0784,Kommo-o,Dragon Fighting,222,240,181,5%,5%,Dragon TailPoison Jab,BoomburstClose CombatDragon ClawFlamethrower
0785,Tapu Koko,Electric Fairy,250,181,172,2%,10%,Quick AttackVolt Switch,Brave BirdDazzling GleamThunderThunderbolt
0786,Tapu Lele,Psychic Fairy,259,208,172,2%,10%,AstonishConfusion,Focus BlastFuture SightMoonblastPsyshock
0787,Tapu Bulu,Grass Fairy,249,215,172,2%,10%,Bullet SeedRock Smash,Dazzling GleamGrass KnotMegahornSolar Beam
0788,Tapu Fini,Water Fairy,189,254,172,2%,10%,Hidden PowerWater Gun,Hydro PumpIce BeamMoonblastSurf
0789,Cosmog,Psychic,54,57,125,90%,10%,Splash,Struggle
0790,Cosmoem,Psychic,54,242,125,50%,10%,Splash,Struggle
0791,Solgaleo,Psychic Steel,255,191,264,2%,10%,Fire SpinZen Headbutt,FlamethrowerIron HeadPsychic FangsSolar Beam
0792,Lunala,Psychic Ghost,255,191,264,2%,10%,Air SlashConfusion,Future SightMoonblastPsychicShadow Ball
0793,Nihilego,Rock Poison,249,210,240,2%,10%,AcidPoison JabPound,Gunk ShotPower GemRock SlideSludge Bomb
0794,Buzzwole,Bug Fighting,236,196,216,2%,10%,CounterPoison Jab,Fell StingerLungePower-Up PunchSuperpower
0795,Pheromosa,Bug Fighting,316,85,174,2%,10%,Bug BiteLow Kick,Bug BuzzClose CombatFocus BlastLunge
0796,Xurkitree,Electric,330,144,195,2%,10%,SparkThunder Shock,Dazzling GleamDischargePower WhipThunder
0797,Celesteela,Steel Flying,207,199,219,2%,10%,Air SlashSmack Down,Body SlamBulldozeHeavy SlamIron Head
0798,Kartana,Grass Steel,323,182,139,2%,10%,Air SlashRazor Leaf,Aerial AceLeaf BladeNight SlashX-Scissor
0799,Guzzlord,Dark Dragon,188,99,440,2%,10%,Dragon TailSnarl,Brutal SwingCrunchDragon ClawSludge Bomb
0808,Meltan,Steel,118,99,130,30%,0%,Thunder Shock,Flash CannonThunderbolt
0809,Melmetal,Steel,226,190,264,30%,0%,Thunder Shock,Flash CannonHyper BeamRock SlideSuperpowerThunderboltDouble Iron Bash (legacy)
0819,Skwovet,Normal,95,86,172,60%,10%,BiteBullet SeedTackle,Body SlamCrunchTrailblaze
0820,Greedent,Normal,160,156,260,30%,7%,BiteBullet SeedMud ShotTackle,Body SlamCrunchTrailblaze
0831,Wooloo,Normal,76,97,123,50%,10%,TackleTake Down,PaybackStompWild Charge
0832,Dubwool,Normal,159,198,176,20%,7%,Double KickTackleTake Down,Body SlamPaybackWild Charge
0862,Obstagoon,Dark Normal,180,194,212,4%,4%,CounterLick,Cross ChopGunk ShotHyper BeamNight SlashObstruct (Community Day)Frustration (Shadow)Return (Purified)
0863,Perrserker,Steel,195,162,172,10%,7%,Metal ClawShadow Claw,Close CombatFoul PlayIron HeadPlay RoughTrailblazeFrustration (Shadow)Return (Purified)
0865,Sirfetch'd,Fighting,248,176,158,10%,7%,CounterFury Cutter,Brave BirdClose CombatLeaf BladeNight SlashFrustration (Shadow)Return (Purified)
0866,Mr. Rime,Ice Psychic,212,179,190,30%,9%,ConfusionIce ShardZen Headbutt,Ice PunchIcy WindPsybeamPsychicTriple AxelFrustration (Shadow)Return (Purified)
0867,Runerigus,Ground Ghost,163,237,151,10%,7%,AstonishShadow Claw,Rock TombSand TombShadow BallFrustration (Shadow)Return (Purified)
0870,Falinks,Fighting,193,170,163,20%,10%,CounterRock Smash,Brick BreakMegahornSuperpower
0888,Zacian Hero of Many Battles,Fairy,254,236,192,2%,10%,Fire FangMetal ClawQuick AttackSnarl,Close CombatIron HeadPlay RoughWild Charge
0889,Zamazenta Hero of Many Battles,Fighting,254,236,192,2%,10%,Ice FangMetal ClawQuick AttackSnarl,Close CombatCrunchIron HeadMoonblast
0893,Zarude,Dark Grass,242,215,233,10%,0%,BiteVine Whip,Dark PulseEnergy BallPower Whip
0894,Regieleki,Electric,250,125,190,2%,10%,Lock-OnThunder ShockVolt Switch,Hyper BeamThunderZap Cannon
0895,Regidrago,Dragon,202,101,400,2%,10%,Bite,Breaking SwipeDragon PulseHyper BeamOutrage
0899,Wyrdeer,Normal Psychic,206,145,230,30%,10%,ConfusionTackleZen Headbutt,MegahornPsychicStompWild Charge
0900,Kleavor,Bug Rock,253,174,172,30%,10%,Air SlashQuick Attack,Rock SlideStone EdgeTrailblazeX-Scissor
0901,Ursaluna,Ground Normal,243,181,277,15%,7%,Rock SmashTackle,Aerial AceFire PunchIce PunchThunder PunchTrailblazeHigh Horsepower (Community Day)Frustration (Shadow)Return (Purified)
0903,Sneasler,Fighting Poison,259,158,190,30%,10%,Poison JabRock SmashShadow Claw,Aerial AceClose CombatX-ScissorFrustration (Shadow)Return (Purified)
0904,Overqwil,Dark Poison,222,171,198,30%,10%,Poison JabPoison Sting,Aqua TailDark PulseIce BeamShadow BallSludge Bomb
0905,Enamorus Incarnate Forme,Fairy Flying,281,162,179,2%,1%,AstonishFairy WindZen Headbutt,Dazzling GleamFlyGrass Knot
0906,Sprigatito,Grass,116,99,120,20%,10%,CharmLeafage,Energy BallGrass KnotPlay Rough
0907,Floragato,Grass,157,128,156,10%,10%,CharmLeafage,Energy BallGrass KnotPlay Rough
0908,Meowscarada,Grass Dark,233,153,183,5%,10%,CharmLeafage,Energy BallGrass KnotNight SlashPlay Rough
0909,Fuecoco,Fire,112,96,167,20%,10%,BiteIncinerate,CrunchDisarming VoiceFlamethrower
0910,Crocalor,Fire,162,134,191,10%,10%,BiteIncinerate,CrunchDisarming VoiceFlamethrower
0911,Skeledirge,Fire Ghost,207,178,232,5%,10%,BiteIncinerate,CrunchDisarming VoiceFlamethrowerShadow Ball
0912,Quaxly,Water,120,86,146,20%,10%,Water GunWing Attack,Aerial AceAqua JetLiquidation
0913,Quaxwell,Water,162,123,172,10%,10%,Water GunWing Attack,Aerial AceAqua JetLiquidation
0914,Quaquaval,Water Fighting,236,159,198,5%,10%,Water GunWing Attack,Aerial AceAqua JetClose CombatLiquidation
0915,Lechonk,Normal,81,79,144,40%,0%,TackleTake Down,Body SlamDigTrailblaze
0916,Oinkologne Male,Normal,186,153,242,—,0%,TackleTake Down,Body SlamDigTrailblaze
0916,Oinkologne Female,Normal,169,162,251,—,0%,TackleTake Down,Body SlamDigTrailblaze
0919,Nymble,Bug,81,65,107,40%,0%,Bug BiteStruggle Bug,Bug BuzzTrailblazeX-Scissor
0920,Lokix,Bug Dark,199,144,174,—,0%,Bug BiteSucker Punch,Bug BuzzDark PulseTrailblazeX-Scissor
0921,Pawmi,Electric,95,45,128,40%,0%,Charge BeamSpark,DischargeThunderboltWild Charge
0922,Pawmo,Electric Fighting,147,82,155,—,0%,Charge BeamSpark,DischargeThunderboltWild Charge
0923,Pawmot,Electric Fighting,232,141,172,—,0%,Charge BeamLow KickSpark,Close CombatDischargeThunderboltWild Charge
0928,Smoliv,Grass Normal,100,89,121,40%,10%,Razor LeafTackle,Earth PowerEnergy BallSeed BombTrailblaze
0929,Dolliv,Grass Normal,137,131,141,10%,7%,Magical LeafRazor LeafTackle,Earth PowerEnergy BallSeed BombTrailblaze
0930,Arboliva,Grass Normal,219,189,186,5%,5%,Magical LeafRazor LeafTackle,Earth PowerEnergy BallSeed BombTrailblaze
0938,Tadbulb,Electric,104,73,156,20%,10%,Thunder ShockWater Gun,DischargeParabolic ChargeZap Cannon
0939,Bellibolt,Electric,184,165,240,20%,10%,Thunder ShockWater Gun,DischargeParabolic ChargeZap Cannon
0962,Bombirdier,Flying Dark,198,172,172,30%,10%,Rock ThrowWing Attack,Aerial AceFlyPayback
0965,Varoom,Steel Poison,123,107,128,—,0%,LickPoison Jab,Acid SprayGunk ShotGyro Ball
0966,Revavroom,Steel Poison,229,168,190,—,0%,LickPoison Jab,Acid SprayGunk ShotGyro BallOverheat
0971,Greavard,Ghost,105,106,137,50%,10%,BiteLick,DigPsychic FangsShadow Ball
0972,Houndstone,Ghost,186,195,176,20%,6%,BiteLick,DigPsychic FangsShadow Ball
0974,Cetoddle,Ice,119,80,239,50%,10%,Ice ShardTackle,AvalancheBody SlamHeavy Slam
0975,Cetitan,Ice,208,123,347,20%,6%,Ice ShardTackle,AvalancheBody SlamHeavy Slam
0979,Annihilape,Fighting Ghost,220,178,242,—,0%,CounterLow Kick,Close CombatIce PunchLow SweepNight SlashShadow Ball
